id,table,offset,length,japanese,korean
story_393,story,03485B,10,みずしま「{VAR:42}と,미즈시마「{VAR:42}와
story_394,story,034865,16,みずしま「{VAR:42}を かえます。,미즈시마「{VAR:42}를 바꿉니다.
story_395,story,034875,23,みずしま「せんしゅデータを みせてくれ。,미즈시마「선수 데이터를 보여 주게.
story_396,story,03488C,19,みずしま「ほら! こえを だせ!,미즈시마「이봐! 소리를 내!
story_397,story,03489F,25,みずしま「みなみくん アイテム つかってくれ!,미즈시마「미나미! 아이템을 써 주게!
story_398,story,0348B8,18,ひうら「・・・しゅび こうたい。,히우라「…수비 교체.
story_399,story,0348CA,12,ひうら「・・・タイム。,히우라「…타임.
story_400,story,0348D6,11,ひうら「{VAR:42}と・・・,히우라「{VAR:42}와…
story_401,story,0348E1,20,ひうら「{VAR:42}を かえます・・・・・・。,히우라「{VAR:42}를 바꾸지…….
story_402,story,0348F5,25,ひうら「・・・せんしゅ データだ・・・・・。,히우라「…선수 데이터다…….
story_403,story,03490E,22,ひうら「ももじ・・・・・こえを だせ。,히우라「모모지…… 소리를 내.
story_404,story,034924,23,ひうら「・・・・・じょうくん アイテムな。,"히우라「……조, 아이템이다."
story_405,story,03493B,22,みずもり「よーし! せんしゅ こうたい!,미즈모리「좋아! 선수 교체!
story_406,story,034951,22,みずもり「よーし! しゅび こうたい!,미즈모리「좋아! 수비 교체!
story_407,story,034967,18,みずもり「よっしゃ! タイムね。,미즈모리「좋았어! 타임이다.
story_408,story,034979,10,みずもり「{VAR:42}と,미즈모리「{VAR:42}와
story_409,story,034983,18,みずもり「{VAR:42}を こうたいだ!,미즈모리「{VAR:42}를 교체다!
story_410,story,034995,22,みずもり「せんしゅデータ みるぞー!,미즈모리「선수 데이터 본다!
story_411,story,0349AB,25,みずもり「ほら!ほら!ほら! こえ だせー!,미즈모리「자! 자! 자! 소리 내!
story_412,story,0349C4,25,みずもり「れみちゃん! アイテムね! いくよ!,미즈모리「레미! 아이템이야! 간다!
story_413,story,0349DD,25,あしざわ「おっしゃ! せんしゅ こうたいだ!,아시자와「좋았어! 선수 교체다!
story_414,story,0349F6,23,あしざわ「おっしゃ! しゅび こうたい!,아시자와「좋았어! 수비 교체!
story_415,story,034A0D,21,あしざわ「タイム! タイム! タイム!,아시자와「타임! 타임! 타임!
story_416,story,034A22,10,あしざわ「{VAR:42}と,아시자와「{VAR:42}와
story_417,story,034A2C,19,あしざわ「{VAR:42}を こうたいだー!,아시자와「{VAR:42}를 교체다!
story_418,story,034A3F,27,あしざわ「せんしゅデータで けんきゅうだあ!,아시자와「선수 데이터로 연구다!
story_419,story,034A5A,25,あしざわ「うらー! こえだして いけよー!!,아시자와「우랴! 소리 내고 가자!!
story_420,story,034A73,26,あしざわ「おっしゃ! こうさか! アイテムだ!,아시자와「좋았어! 코사카! 아이템이다!
story_421,story,034A8D,24,ふじばやし「うむ せんしゅ こうたいだ。,"후지바야시「음, 선수 교체다."
story_422,story,034AA5,24,ふじばやし「うむ しゅび こうたいだ。,"후지바야시「음, 수비 교체다."
story_423,story,034ABD,19,ふじばやし「むう! タイムだ。,후지바야시「으음! 타임이다.
story_424,story,034AD0,12,ふじばやし「{VAR:42}と,후지바야시「{VAR:42}와
story_425,story,034ADC,20,ふじばやし「{VAR:42}を こうたいだ。,후지바야시「{VAR:42}를 교체한다.
story_426,story,034AF0,49,"ふじばやし「てきを しらずして かちめはない!
      せんしゅデータ みるべし!",후지바야시「적을 모르고는 승산이 없다! 선수 데이터를 봐야 한다!
story_427,story,034B21,42,"ふじばやし「こころを みだすな!
      きあいを いれて いくのだ!",후지바야시「마음을 흐트러뜨리지 마라! 기합을 넣고 가는 거다!
story_428,story,034B4B,26,ふじばやし「しのぶ! どうぐを つかえ!,후지바야시「시노부! 도구를 써라!
story_429,story,034B65,19,イワモト「せんしゅ こうたいじゃ!,이와모토「선수 교체다!
story_430,story,034B78,19,イワモト「しゅび こうたいじゃ!,이와모토「수비 교체다!
story_431,story,034B8B,13,イワモト「タイムじゃ!,이와모토「타임이다!
story_432,story,034B98,9,イワモト「{VAR:42}と,이와모토「{VAR:42}와
story_433,story,034BA1,18,イワモト「{VAR:42}を こうたいじゃ!,이와모토「{VAR:42}를 교체다!
story_434,story,034BB3,21,イワモト「データで チェックじゃ!,이와모토「데이터로 체크다!
story_435,story,034BC8,18,イワモト「みんな ファイトじゃ!,이와모토「다들 파이팅이다!
story_436,story,034BDA,23,イワモト「マネージャー! アイテムじゃ!,이와모토「매니저! 아이템이다!
story_437,story,034BF1,29,"くにこ「さいしょの たいせんあいては
    ”{VAR:46}”。","쿠니코「첫 번째 상대는 ""{VAR:46}""."
story_438,story,034C0E,30,"くにこ「2かいせんの たいせんあいては
    ”{VAR:46}”。","쿠니코「2회전 상대는 ""{VAR:46}""."
story_439,story,034C2C,30,"くにこ「3かいせんの たいせんあいては
    ”{VAR:46}”。","쿠니코「3회전 상대는 ""{VAR:46}""."
story_440,story,034C4A,30,"くにこ「4かいせんの たいせんあいては
    ”{VAR:46}”。","쿠니코「4회전 상대는 ""{VAR:46}""."
story_441,story,034C68,30,"くにこ「5かいせんの たいせんあいては
    ”{VAR:46}”。","쿠니코「5회전 상대는 ""{VAR:46}""."
story_442,story,034C86,30,"くにこ「6かいせんの たいせんあいては
    ”{VAR:46}”。","쿠니코「6회전 상대는 ""{VAR:46}""."
story_443,story,034CA4,30,"くにこ「7かいせんの たいせんあいては
    ”{VAR:46}”。","쿠니코「7회전 상대는 ""{VAR:46}""."
story_444,story,034CC2,36,"くにこ「このしあいから ネオスタジアムで
    おこなわれます。",쿠니코「이번 시합부터 네오 스타디움에서 열립니다.
story_445,story,034CE6,39,"くにこ「さらに つよくなります。
    きを ぬかないで くださいよ。",쿠니코「더 강해집니다. 긴장을 늦추지 마세요.
story_446,story,034D0D,30,"くにこ「8かいせんの たいせんあいては
    ”{VAR:46}”。","쿠니코「8회전 상대는 ""{VAR:46}""."
story_447,story,034D2B,30,"くにこ「9かいせんの たいせんあいては
    ”{VAR:46}”。","쿠니코「9회전 상대는 ""{VAR:46}""."
story_448,story,034D49,31,"くにこ「10かいせんの たいせんあいては
    ”{VAR:46}”。","쿠니코「10회전 상대는 ""{VAR:46}""."
story_449,story,034D68,34,"くにこ「じゅんけっしょうの たいせんあいては
    ”{VAR:46}”。","쿠니코「준결승 상대는 ""{VAR:46}""."
story_450,story,034D8A,42,"くにこ「けっしょうせんの たいせんあいては
    ”ぜんべい”チームです。","쿠니코「결승전 상대는 ""전미"" 팀입니다."
story_451,story,034DB4,22,くにこ「がんばってね せんぱいたち!,"쿠니코「힘내세요, 선배들!"
story_452,story,034DCA,17,くにこ「ぜったい かってよね!,쿠니코「꼭 이겨야 해요!
story_453,story,034DDB,24,くにこ「こんな がっこうには まけないよね。,쿠니코「이런 학교한테는 지지 않겠죠.
story_454,story,034DF3,44,"くにこ「おんなのこが いるからって デレデレ
    しないで くださいね!",쿠니코「여자애가 있다고 헤벌쭉하지 마세요!
story_455,story,034E1F,24,くにこ「きをつけて たたかって くださいネ。,쿠니코「조심해서 싸워 주세요.
story_456,story,034E37,18,くにこ「きっと かってください。,쿠니코「꼭 이겨 주세요.
story_457,story,034E49,24,くにこ「ごうかいに やっつけて ください!,쿠니코「호쾌하게 해치워 주세요!
story_458,story,034E61,14,くにこ「きたいしてますよ!,쿠니코「기대하고 있어요!
story_459,story,034E6F,19,くにこ「こんども かちましょうね。,쿠니코「이번에도 이겨요.
story_460,story,034E82,50,"くにこ「あと2つ かてば ゆうしょうですね。
    でも ゆだんしないで ください。",쿠니코「두 번만 더 이기면 우승이에요. 하지만 방심하지 마세요.
story_461,story,034EB4,42,"くにこ「ここまできたんです。 くいのない
    たたかいを してください。",쿠니코「여기까지 왔어요. 후회 없는 싸움을 해 주세요.
story_462,story,034EDE,8,くにこ「はい!,쿠니코「네!
story_463,story,034EE6,18,くにこ「{VAR:45}を つかうんですね。,쿠니코「{VAR:45}을(를) 쓰시는군요.
story_464,story,034EF8,20,くにこ「{VAR:42}さん。 はい どうぞ!,"쿠니코「{VAR:42} 씨. 자, 여기요!"
story_465,story,034F0C,20,くにこ「みなさん! はい どうぞ!,"쿠니코「여러분! 자, 여기요!"
story_466,story,034F20,27,"まみ「さいしょの たいせんあいては
   ”{VAR:46}”。","마미「첫 번째 상대는 ""{VAR:46}""."
story_467,story,034F3B,26,"まみ「つぎの たいせんあいては
   ”{VAR:46}”。","마미「다음 상대는 ""{VAR:46}""."
story_468,story,034F55,32,"まみ「じゅんけっしょうの たいせんあいては
   ”{VAR:46}”。","마미「준결승 상대는 ""{VAR:46}""."
story_469,story,034F75,46,"まみ「このしあいから ネオスタジアムに
   なるんだってさ。 ちっと ひろいみたい。",마미「이번 시합부터 네오 스타디움이래. 좀 넓은 모양이야.
story_470,story,034FA3,33,"まみ「けっしょうせんの あいては
   ”ぜんべい”チーム。","마미「결승전 상대는 ""전미"" 팀."
story_471,story,034FC4,18,まみ「みんな! まけないでねー。,마미「다들! 지지 마!
story_472,story,034FD6,13,まみ「がんばろーね!,마미「힘내자!
story_473,story,034FE3,17,まみ「ぜったい ゆうしょうね!,마미「꼭 우승이야!
story_474,story,034FF4,26,まみ「ゆうじょう パワーで がんばろー!,마미「우정의 힘으로 힘내자!
story_475,story,03500E,34,"まみ「わーい! けっしょうだー!
   しんじらんない・・・。",마미「와아! 결승이다! 믿기지 않아….
story_476,story,035030,45,"まみ「りき! おんなのこが なげる からって
   てかげんしちゃ だめだよ。",마미「리키! 여자애가 던진다고 봐주면 안 돼.
story_477,story,03505D,8,まみ「はーい!,마미「네!
story_478,story,035065,14,まみ「{VAR:45}を つかうのね。,마미「{VAR:45}을(를) 쓰는구나.
story_479,story,035073,17,まみ「{VAR:42}。 はい どうぞ!,"마미「{VAR:42}. 자, 여기!"
story_480,story,035084,16,まみ「みんなー。 どうぞ!,마미「다들. 여기!
story_481,story,035094,26,"ふぶき「さいしょの あいては
    ”{VAR:46}”。","후부키「첫 번째 상대는 ""{VAR:46}""."
story_482,story,0350AE,25,"ふぶき「つぎの あいては
    ”{VAR:46}”。","후부키「다음 상대는 ""{VAR:46}""."
story_483,story,0350C7,26,ふぶき「このしあいから ネオスタジアムだよ。,후부키「이번 시합부터 네오 스타디움이야.
story_484,story,0350E1,31,"ふぶき「じゅんけっしょうの あいては
    ”{VAR:46}”。","후부키「준결승 상대는 ""{VAR:46}""."
story_485,story,035100,37,"ふぶき「けっしょうの あいては
    ”ぜんべい”チームだよ。","후부키「결승 상대는 ""전미"" 팀이야."
story_486,story,035125,19,ふぶき「みんな! ガッツだよ!,후부키「다들! 근성이야!
story_487,story,035138,15,ふぶき「がんばれよー!,후부키「힘내라!
story_488,story,035147,24,ふぶき「まけたら ただじゃ おかないよ。,후부키「지면 가만 안 둘 거야.
story_489,story,03515F,35,"ふぶき「ここまで きたんだ。
    せいいっぱいやろうよ。",후부키「여기까지 왔어. 최선을 다하자.
story_490,story,035182,34,"ふぶき「おんなを あまくみないほうが
    いいとおもうよ。",후부키「여자를 얕보지 않는 게 좋을 거야.
story_491,story,0351A4,9,ふぶき「はい!,후부키「네!
story_492,story,0351AD,13,ふぶき「{VAR:45} だね。,후부키「{VAR:45}구나.
story_493,story,0351BA,15,ふぶき「{VAR:42}ちゃん。はい!,후부키「{VAR:42}. 자!
story_494,story,0351C9,23,ふぶき「みんな! がんばってね。はい!,후부키「다들! 힘내. 자!
story_495,story,0351E0,25,"かなえ「さいしょの あいては
    ”{VAR:46}”。","카나에「첫 번째 상대는 ""{VAR:46}""."
story_496,story,0351F9,24,"かなえ「つぎの あいては
    ”{VAR:46}”。","카나에「다음 상대는 ""{VAR:46}""."
story_497,story,035211,30,"かなえ「じゅんけっしょうの あいては
    ”{VAR:46}”。","카나에「준결승 상대는 ""{VAR:46}""."
story_498,story,03522F,33,"かなえ「けっしょうの あいては
    ”ぜんべい”チーム。","카나에「결승 상대는 ""전미"" 팀."
story_499,story,035250,37,"かなえ「このしあいから ネオスタジアムで
    おこなわれるのよ。",카나에「이번 시합부터 네오 스타디움에서 열려.
story_500,story,035275,15,かなえ「げんきにいこーね。,카나에「기운차게 가자.
story_501,story,035284,32,"かなえ「おんなのこが なげるのよ。
    ビックリね。",카나에「여자애가 던진대. 깜짝이야.
story_502,story,0352A4,12,かなえ「がんばろ♡,카나에「힘내자♡
story_503,story,0352B0,29,"かなえ「ぜったいかつぞ!
    えい えい おー!",카나에「꼭 이긴다! 에이 에이 오!
story_504,story,0352CD,31,"かなえ「いよいよ けっしょうね。
    ワクワクするなー。",카나에「드디어 결승이네. 두근두근해.
story_505,story,0352EC,14,かなえ「はい! かんとく!,카나에「네! 감독님!
story_506,story,0352FA,13,かなえ「{VAR:45} ですね。,카나에「{VAR:45}이군요.
story_507,story,035307,16,かなえ「{VAR:42}さん どうぞ♡,"카나에「{VAR:42} 씨, 여기요♡"
story_508,story,035317,20,かなえ「みなさん! これ どうぞ!,카나에「여러분! 이거 받으세요!
story_509,story,03532B,25,"なおみ「さいしょの あいては
    ”{VAR:46}”。","나오미「첫 번째 상대는 ""{VAR:46}""."
story_510,story,035344,24,"なおみ「つぎの あいては
    ”{VAR:46}”。","나오미「다음 상대는 ""{VAR:46}""."
story_511,story,03535C,30,"なおみ「じゅんけっしょうの あいては
    ”{VAR:46}”。","나오미「준결승 상대는 ""{VAR:46}""."
story_512,story,03537A,33,"なおみ「けっしょうの あいては
    ”ぜんべい”チーム。","나오미「결승 상대는 ""전미"" 팀."
story_513,story,03539B,45,"なおみ「このしあいから ネオスタジアムっていう
    あたらしい ところに なるの。",나오미「이번 시합부터 네오 스타디움이라는 새로운 곳이 돼.
story_514,story,0353C8,22,なおみ「おんなのこって でても いいの?,나오미「여자애가 나와도 되는 거야?
story_515,story,0353DE,26,なおみ「にしむらさん がんばって ください。,"나오미「니시무라 씨, 힘내 주세요."
story_516,story,0353F8,35,"なおみ「みんな ”おおぶり” しないで
    しんちょうにね。","나오미「다들 ""큰 스윙"" 하지 말고 신중하게."
story_517,story,03541B,40,"なおみ「いよいよ けっしょうね。
    あたし おうえんにきて よかったわ。",나오미「드디어 결승이네. 응원하러 오길 잘했어.
story_518,story,035443,34,"なおみ「みんな あつくならないで れいせいに
    やってね。",나오미「다들 흥분하지 말고 침착하게 해.
story_519,story,035465,19,なおみ「はい! ”くさお”せんせい。,"나오미「네! ""쿠사오"" 선생님."
story_520,story,035478,10,なおみ「{VAR:45} ね。,나오미「{VAR:45}네.
story_521,story,035482,17,なおみ「{VAR:42}さん。 どうぞ♡,나오미「{VAR:42} 씨. 여기요♡
story_522,story,035493,20,なおみ「みなさん。 これ どうぞ♡,나오미「여러분. 이거 받으세요♡
story_523,story,0354A7,25,"れいか「さいしょの あいては
    ”{VAR:46}”。","레이카「첫 번째 상대는 ""{VAR:46}""."
story_524,story,0354C0,24,"れいか「つぎの あいては
    ”{VAR:46}”。","레이카「다음 상대는 ""{VAR:46}""."
story_525,story,0354D8,30,"れいか「じゅんけっしょうの あいては
    ”{VAR:46}”。","레이카「준결승 상대는 ""{VAR:46}""."
story_526,story,0354F6,35,"れいか「けっしょうせんの あいては
    ”ぜんべい”チーム。","레이카「결승전 상대는 ""전미"" 팀."
story_527,story,035519,45,"れいか「このしあいから なんか ぜいたくな
    スタジアムに なるそうですわ。",레이카「이번 시합부터 뭔가 호화로운 스타디움이 된다네요.
story_528,story,035546,44,"れいか「まあ うちの せんりょく だったら
    かてなきゃ おかしいですわね。","레이카「뭐, 우리 전력이면 못 이기는 게 이상하죠."
story_529,story,035572,34,"れいか「こんな こうこう あったのかしら?
    はつみみねー。",레이카「이런 고교가 있었나? 처음 듣네.
story_530,story,035594,33,"れいか「まあ てきとうに がんばって
    くださいな。","레이카「뭐, 적당히 힘내 주세요."
story_531,story,0355B5,44,"れいか「ごうださん♡の ところと やるのー?
    みんな まけても よくてよ。",레이카「고다 씨♡네랑 하는 거야? 다들 져도 괜찮아.
story_532,story,0355E1,42,"れいか「”さわむら”? おんなのこ・・・?
    しらないわねー。 なまいきね。","레이카「""사와무라""? 여자애…? 몰라. 건방지네."
story_533,story,03560B,46,"れいか「あたしも だしてくださらない?
    ダメですの? ・・・・・・・ケチ!",레이카「나도 내보내 주지 않을래? 안 돼? ……구두쇠!
story_534,story,035639,33,"れいか「ふん!
    (”れいか”は ごきげん ななめ!)","레이카「흥! (""레이카""는 기분이 언짢다!)"
story_535,story,03565A,41,"れいか「がんばってねー♡
    (きょうは きげんが よいようだ!)",레이카「힘내♡ (오늘은 기분이 좋은 모양이다!)
story_536,story,035683,15,れいか「はーい まもるさん。,"레이카「네, 마모루 씨."
story_537,story,035692,10,れいか「{VAR:45} ね。,레이카「{VAR:45}네.
story_538,story,03569C,38,"れいか「{VAR:42}くん はい。
    あたしから プレゼントよ♡(うそよ)","레이카「{VAR:42}, 자. 내가 주는 선물이야♡(거짓말)"
story_539,story,0356C2,38,"れいか「みなさーん。 これ どうぞ。
    あたしからよ♡(うそよ)","레이카「여러분, 이거 받아요. 내가 주는 거예요♡(거짓말)"
story_540,story,0356E8,25,"みちよ「さいしょの あいては
    ”{VAR:46}”。","미치요「첫 번째 상대는 ""{VAR:46}""."
story_541,story,035701,24,"みちよ「つぎの あいては
    ”{VAR:46}”。","미치요「다음 상대는 ""{VAR:46}""."
story_542,story,035719,30,"みちよ「じゅんけっしょうの あいては
    ”{VAR:46}”。","미치요「준결승 상대는 ""{VAR:46}""."
story_543,story,035737,35,"みちよ「けっしょうせんの あいては
    ”ぜんべい”チーム。","미치요「결승전 상대는 ""전미"" 팀."
story_544,story,03575A,46,"みちよ「これからは ほんせんに なるので
    ネオスタジアムで おこなわれます。",미치요「지금부터는 본선이라 네오 스타디움에서 열려요.
story_545,story,035788,37,"みちよ「おんなのこが いるなんて・・・
    あこがれちゃうわー。",미치요「여자애가 있다니… 동경하게 되네.
story_546,story,0357AD,18,みちよ「みんな がんばってね♡,미치요「다들 힘내♡
story_547,story,0357BF,15,みちよ「ファイト ファイト。,미치요「파이팅 파이팅.
story_548,story,0357CE,22,みちよ「みんなの しょうりを いのります。,미치요「모두의 승리를 빌어요.
story_549,story,0357E4,40,"みちよ「けっしょうせん・・・。
    みんな ぜったい がんばろうね。",미치요「결승전…. 다들 꼭 힘내자.
story_550,story,03580C,20,みちよ「みんな けが しないでね。,미치요「다들 다치지 마.
story_551,story,035820,14,みちよ「はい! せんせい。,미치요「네! 선생님.
story_552,story,03582E,13,みちよ「{VAR:45} ですね。,미치요「{VAR:45}이군요.
story_553,story,03583B,19,みちよ「{VAR:42}くん これ どうぞ。,"미치요「{VAR:42}, 이거 받아."
story_554,story,03584E,26,みちよ「みんな! これで げんき だしてね。,미치요「다들! 이걸로 기운 내.
story_555,story,035868,25,"なつみ「さいしょの あいては
    ”{VAR:46}”。","나츠미「첫 번째 상대는 ""{VAR:46}""."
story_556,story,035881,24,"なつみ「つぎの あいては
    ”{VAR:46}”。","나츠미「다음 상대는 ""{VAR:46}""."
story_557,story,035899,30,"なつみ「じゅんけっしょうの あいては
    ”{VAR:46}”。","나츠미「준결승 상대는 ""{VAR:46}""."
story_558,story,0358B7,33,"なつみ「けっしょうの あいては
    ”ぜんべい”チーム。","나츠미「결승 상대는 ""전미"" 팀."
story_559,story,0358D8,38,"なつみ「こんかいから ネオスタジアムでの
    ゲームに なるわ。",나츠미「이번부터 네오 스타디움에서 경기가 돼.
story_560,story,0358FE,25,なつみ「やまださん せこいこと しないでね。,"나츠미「야마다 씨, 치사한 짓 하지 마."
story_561,story,035917,17,なつみ「ガンガン いってね。,나츠미「팍팍 밀어붙여.
story_562,story,035928,49,"なつみ「こんどは おんなのこのいる チームよ。
    あら やまださんが いない・・・。","나츠미「이번엔 여자애가 있는 팀이야. 어라, 야마다 씨가 없네…."
story_563,story,035959,49,"なつみ「まさか うちが けっしょうまでくるとは
    おもわなかったね。 ガンバロね。",나츠미「설마 우리가 결승까지 올 줄은 몰랐네. 힘내자.
story_564,story,03598A,26,なつみ「げんき げんきでいこーね! みんな!,나츠미「기운차게 가자! 다들!
story_565,story,0359A4,38,"なつみ「ほんきだせば つよいんだから 
    ぜったいかてるよ!",나츠미「진심을 내면 강하니까 꼭 이길 수 있어!
story_566,story,0359CA,8,なつみ「ハイ!,나츠미「네!
story_567,story,0359D2,13,なつみ「{VAR:45} ですか?,나츠미「{VAR:45}인가요?
story_568,story,0359DF,24,なつみ「{VAR:42}さん。 これ つかってください。,나츠미「{VAR:42} 씨. 이거 쓰세요.
story_569,story,0359F7,17,なつみ「みんな これどうぞ!,나츠미「다들 이거 받아!
story_570,story,035A08,25,"さゆり「さいしょの あいては
    ”{VAR:46}”。","사유리「첫 번째 상대는 ""{VAR:46}""."
story_571,story,035A21,24,"さゆり「つぎの あいては
    ”{VAR:46}”。","사유리「다음 상대는 ""{VAR:46}""."
story_572,story,035A39,30,"さゆり「じゅんけっしょうの あいては
    ”{VAR:46}”。","사유리「준결승 상대는 ""{VAR:46}""."
story_573,story,035A57,33,"さゆり「けっしょうの あいては
    ”ぜんべい”チーム。","사유리「결승 상대는 ""전미"" 팀."
story_574,story,035A78,40,"さゆり「これから ネオスタジアムに ばしょが
    かわるそうです。",사유리「지금부터 네오 스타디움으로 장소가 바뀐대요.
story_575,story,035AA0,45,"さゆり「おんなのこが やきゅうだなんて・・・
    しんじられないわ。 あたし。",사유리「여자애가 야구라니… 믿기지 않아요. 저는.
story_576,story,035ACD,24,さゆり「みなさん がんばって ください。,"사유리「여러분, 힘내 주세요."
story_577,story,035AE5,24,さゆり「みなさんの ちから しんじています。,사유리「여러분의 힘을 믿고 있어요.
story_578,story,035AFD,45,"さゆり「こころを ひとつにすれば けっして
    まけることは ないと おもいます。",사유리「마음을 하나로 모으면 결코 지지 않을 거예요.
story_579,story,035B2A,41,"さゆり「・・・けっしょう ですね。
    なにも いうことは ありませんわ。",사유리「…결승이네요. 아무 말도 필요 없어요.
story_580,story,035B53,45,"さゆり「うちは しゅびの チーム・・・。
    せっせんに もちこめば かてます。",사유리「우리는 수비의 팀…. 접전으로 끌고 가면 이겨요.
story_581,story,035B80,19,さゆり「はい。 ”ひうら”かんとく。,"사유리「네. ""히우라"" 감독님."
story_582,story,035B93,13,さゆり「{VAR:45} ですね。,사유리「{VAR:45}이군요.
story_583,story,035BA0,20,さゆり「{VAR:42}さん どうぞ これを。,"사유리「{VAR:42} 씨, 이걸 받으세요."
story_584,story,035BB4,20,さゆり「みなさん これを どうぞ。,"사유리「여러분, 이걸 받으세요."
story_585,story,035BC8,23,"れみ「さいしょの あいては
   ”{VAR:46}”。","레미「첫 번째 상대는 ""{VAR:46}""."
story_586,story,035BDF,22,"れみ「つぎの あいては
   ”{VAR:46}”。","레미「다음 상대는 ""{VAR:46}""."
story_587,story,035BF5,28,"れみ「じゅんけっしょうの あいては
   ”{VAR:46}”。","레미「준결승 상대는 ""{VAR:46}""."
story_588,story,035C11,31,"れみ「けっしょうの あいては
   ”ぜんべい”チーム。","레미「결승 상대는 ""전미"" 팀."
story_589,story,035C30,51,"れみ「あのう・・・こんどの しあいから べつの
   スタジアムに なるそうですから・・・。",레미「저기… 다음 시합부터 다른 스타디움이 된다고 해서요….
story_590,story,035C63,51,"れみ「やきゅうのできる ひとって かっこいいと
   おもいます。 がんばって くださいね。",레미「야구할 수 있는 사람은 멋지다고 생각해요. 힘내 주세요.
story_591,story,035C96,21,れみ「きっと・・・かって くれますよね?,레미「꼭… 이겨 주실 거죠?
story_592,story,035CAB,40,"れみ「みちこせんぱい! まいこちゃん!
   おとこのこに まけないでね。",레미「미치코 선배! 마이코! 남자애들한테 지지 마.
story_593,story,035CD3,41,"れみ「やきゅうって なにがあるか わからない。
   きをつけて ください。",레미「야구는 무슨 일이 있을지 몰라요. 조심하세요.
story_594,story,035CFC,48,"れみ「ついに ここまできたんですね。 やっぱり
   みちこせんぱいって すごいわ。",레미「드디어 여기까지 왔네요. 역시 미치코 선배는 대단해.
story_595,story,035D2C,20,れみ「よいしあいを してくださいね。,레미「좋은 시합 해 주세요.
story_596,story,035D40,19,れみ「{VAR:42}さん。これを どうぞ。,레미「{VAR:42} 씨. 이걸 받으세요.
story_597,story,035D53,19,れみ「みなさん これを どうぞ。,"레미「여러분, 이걸 받으세요."
story_598,story,035D66,23,"あや「さいしょの あいては
   ”{VAR:46}”。","아야「첫 번째 상대는 ""{VAR:46}""."
story_599,story,035D7D,22,"あや「つぎの あいては
   ”{VAR:46}”。","아야「다음 상대는 ""{VAR:46}""."
story_600,story,035D93,28,"あや「じゅんけっしょうの あいては
   ”{VAR:46}”。","아야「준결승 상대는 ""{VAR:46}""."
story_601,story,035DAF,33,"あや「けっしょうせんの あいては
   ”ぜんべい”チーム。","아야「결승전 상대는 ""전미"" 팀."
story_602,story,035DD0,49,"あや「このしあいから ネオスタジアムという
   しんきゅうじょうで プレイになるのよ。",아야「이번 시합부터 네오 스타디움이라는 새 구장에서 경기해.
story_603,story,035E01,38,"あや「みんな れいせいに プレイすれば
   かならず かてるわよ。",아야「다들 침착하게 플레이하면 반드시 이길 수 있어.
story_604,story,035E27,26,あや「ひとつひとつ かんがえて プレイしてね。,아야「하나하나 생각하며 플레이해.
story_605,story,035E41,47,"あや「あいての こうどうを よくみれば
   ぜったい あなが みえてくるはずよ。",아야「상대의 행동을 잘 보면 분명 빈틈이 보일 거야.
story_606,story,035E70,31,"あや「これが さいごね。
   がんばってね・・・。",아야「이게 마지막이네. 힘내….
story_607,story,035E8F,51,"あや「おんなのこがいるけど それは あまり
   かんがえずに たたかったほうが いいわ。",아야「여자애가 있지만 너무 신경 쓰지 말고 싸우는 게 좋아.
story_608,story,035EC2,43,"あや「たいした あいてじゃないはずよ。
   まけることは かんがえないで!",아야「대단한 상대는 아닐 거야. 진다는 생각은 하지 마!
story_609,story,035EED,15,あや「はい! わかりました。,아야「네! 알겠습니다.
story_610,story,035EFC,18,あや「{VAR:45} を つかうんですね。,아야「{VAR:45}을(를) 쓰시는군요.
story_611,story,035F0E,17,あや「{VAR:42}くん はいっ これね。,"아야「{VAR:42}, 자, 이거야."
story_612,story,035F1F,19,あや「みんな! これを つかってね。,아야「다들! 이걸 써.
story_613,story,035F32,26,"しのぶ「さいしょの あいては
    ”{VAR:46}”。","시노부「첫 번째 상대는 ""{VAR:46}""."
story_614,story,035F4C,25,"しのぶ「つぎの あいては
    ”{VAR:46}”。","시노부「다음 상대는 ""{VAR:46}""."
story_615,story,035F65,31,"しのぶ「じゅんけっしょうの あいては
    ”{VAR:46}”。","시노부「준결승 상대는 ""{VAR:46}""."
story_616,story,035F84,36,"しのぶ「けっしょうせんの あいては
    ”ぜんべい”チーム。","시노부「결승전 상대는 ""전미"" 팀."
story_617,story,035FA8,47,"しのぶ「これからいく ネオスタジアムは 
    いままでのとこより ひろいんだよ。",시노부「이제 갈 네오 스타디움은 지금까지보다 넓어.
story_618,story,035FD7,43,"しのぶ「あの ”さわむら”ってひと・・・
    なんか ただものじゃないね。","시노부「그 ""사와무라""라는 사람… 뭔가 보통내기가 아니야."
story_619,story,036002,19,しのぶ「なんか まけるきしないね!,시노부「왠지 질 것 같지가 않아!
story_620,story,036015,41,"しのぶ「きどうりょくなら うちのほうが うえ!
    まけっこ ないよ。",시노부「기동력이라면 우리가 위! 질 리가 없어.
story_621,story,03603E,19,しのぶ「いきおいよく かちたいね。,시노부「기세 좋게 이기고 싶어.
story_622,story,036051,24,しのぶ「うちの やきゅうを みせてやろうよ!,시노부「우리 야구를 보여 주자!
story_623,story,036069,51,"しのぶ「”けっしょう”だからって とくべつじゃ
    ないよ。 いつもと かわんないよね!","시노부「""결승""이라고 특별할 건 없어. 평소랑 똑같지!"
